gdp_impact_pct,gdp_growth_pct,gdp_growth_pct_year1,cpi_inflation_pct,cpi_inflation_pct_year1,consumption_impact_pct,welfare_pct_change,wage_impact_pct,interest_rate_impact_pct,sectoral_output_pct_change.agriculture,sectoral_output_pct_change.industry,sectoral_output_pct_change.energy,sectoral_output_pct_change.services,_inputs.duration_months,_inputs.regime,_inputs.duration_scaler,_applied_shocks.oil,_applied_shocks.lng,_applied_shocks.fertilizer,_applied_shocks.helium,_duration_months,_overrides.p_oil,_overrides.p_energy,_overrides.p_gas,_overrides.p_fert,_overrides.p_intermediate,_overrides.p_helium,_used_analytical_mvp,_execution_mode,_regional_source,_provenance_note
-0.8636,-0.8636,-0.8636,1.7945,1.7945,-1.5814,-1.5814,0.6449,0.6814,-0.103,-0.2122,0.4212,-0.6885,5.0,short_run,0.5138,48.36,40.0,30.321,0.3,5.0,1.4836,2.0770399999999998,1.4,1.30321,1.30321,1.003,True,analytical_mvp,macro_kernel_derived,PyCGE analytical-MVP closed-form macro kernel (literature-calibrated elasticities). Activates when the optional cge_modeling package is missing or its pre-alpha API does not match this adapter's expectations.
