natural_gas_price_change_pct,electricity_demand_change_pct,disruption_duration_months,retail_electricity_price_change_pct,retail_passthrough_coefficient,generation_share_baseline.natural_gas,generation_share_baseline.coal,generation_share_baseline.nuclear,generation_share_baseline.renewables,generation_share_baseline.other,generation_share_new.natural_gas,generation_share_new.coal,generation_share_new.nuclear,generation_share_new.renewables,generation_share_new.other,generation_dispatch_pct_change.natural_gas,generation_dispatch_pct_change.coal,generation_dispatch_pct_change.renewables,generation_dispatch_pct_change.nuclear,generation_dispatch_pct_change.other,capacity_utilization_pct_change.natural_gas,capacity_utilization_pct_change.coal,capacity_utilization_pct_change.renewables,capacity_utilization_pct_change.nuclear,capacity_utilization_pct_change.other,co2_emissions_pct_change,renewables_dispatch_gain_pp,coal_dispatch_gain_pp,gdp_impact_pct,cpi_inflation_pct,consumption_impact_pct,welfare_pct_change,_macro_source
126.39090909090909,0.0,5.0,56.876,0.5,0.43,0.16,0.18,0.21,0.02,0.2036,0.26,0.18,0.3364,0.02,-22.639,10.0,12.639,0.0,0.0,-8.847,15.167,60.186,0.0,0.0,1.321,12.639,10.0,-0.5196,1.2989,-1.0391,-1.0391,nrel_derived
