peak_price_index_per_commodity.oil,peak_price_index_per_commodity.LNG,time_to_normalization_months_per_commodity.oil,time_to_normalization_months_per_commodity.LNG,forecast_horizon_months,initial_price_shock_pct
1.21,1.21,,,4,21.0
