natural_gas_price_change_pct,middle_east_production_loss_pct,disruption_duration_months,nitrogen_price_pct,phosphate_price_pct,potash_price_pct,fertilizer_price_index_pct,price_urea_pct,price_dap_pct,price_mop_pct,trade_flows.middle_east_exports_pct_change,trade_flows.us_exports_pct_change,trade_flows.russia_exports_pct_change,trade_flows.algeria_exports_pct_change,fertilizer_index_weights.urea,fertilizer_index_weights.dap,fertilizer_index_weights.mop
25.0,30.0,4.0,49.75,2.488,2.488,23.756,49.75,2.488,2.488,-30.0,6.0,8.4,4.8,0.45,0.3,0.25
