oil_price_shock_pct,natural_gas_price_change_pct,disruption_duration_months,consumer_surplus_loss_oil_bn_usd,consumer_surplus_loss_gas_bn_usd,consumer_surplus_loss_bn_usd,producer_surplus_change_oil_bn_usd,producer_surplus_change_gas_bn_usd,net_welfare_impact_bn_usd,oil_demand_destruction_mbd,gas_demand_destruction_bcfd,fuel_switching_oil_to_gas_mmbtu,fuel_switching_gas_to_oil_bbl,cs_loss_by_sector_oil_bn_usd.transport,cs_loss_by_sector_oil_bn_usd.industrial,cs_loss_by_sector_oil_bn_usd.residential,cs_loss_by_sector_oil_bn_usd.commercial,cs_loss_by_sector_gas_bn_usd.industrial,cs_loss_by_sector_gas_bn_usd.residential,cs_loss_by_sector_gas_bn_usd.commercial,cs_loss_by_sector_gas_bn_usd.electric_power,us_baseline_oil_consumption_mbd,us_baseline_gas_consumption_bcfd
50.0,20.0,4.0,46.927,3.925,50.852,28.156,2.355,-20.341,-0.57,-1.76,277570333.3,23116666.7,32.38,10.793,1.877,1.877,1.256,0.628,0.51,1.531,19.0,88.0
