build_scenario,build_cap_mw_yr,total_pipeline_mw,total_commissioned_gw,years_to_clear_backlog,by_2030_new_gw,by_2030_bcf_per_day_mid,by_2035_new_gw,by_2035_bcf_per_day_mid
central,10135.0,252000.0,101.35,,50.675,3.799891996142719,101.35,7.599783992285438
