,,,,,2015,2020,2025,2030,2035,2040,2045,2050
NPS-Ref,NAM,USA,SAM,TTO,,,2.2897E-09,2.56717E-09,3.02824E-09,5.50639E-09,6.96302E-09,8.91631E-09
NPS-Ref,NAM,USA,SAM,VEN,,1.18048E-08,5.17209E-08,1.0754E-07,2.26669E-07,2.86656E-07,3.69014E-07,3.92978E-07
NPS-Ref,NAM,USA,EU,AUT,3.39183E-09,6.8589E-08,1.0252E-07,4.5975E-08,5.5866E-08,7.70305E-08,7.25897E-08,7.07691E-08
NPS-Ref,NAM,USA,EU,BEL,6.98894E-09,1.1979E-07,4.81843E-07,3.0846E-07,6.60154E-07,1.11693E-06,1.05654E-06,1.16965E-06
NPS-Ref,NAM,USA,EU,BGR,3.86722E-09,1.61205E-08,1.7238E-08,1.8788E-08,2.24832E-08,2.73754E-08,3.2699E-08,3.49497E-08
NPS-Ref,NAM,USA,EU,CZE,3.3904E-09,1.07225E-07,9.71473E-08,4.83297E-08,5.3165E-08,6.37676E-08,6.45483E-08,6.7338E-08
NPS-Ref,NAM,USA,EU,DEU,6.40247E-09,6.23873E-08,1.75811E-07,1.23625E-07,1.46168E-07,1.80314E-07,1.38549E-07,1.16862E-07
NPS-Ref,NAM,USA,EU,DNK,3.0672E-09,1.66577E-08,3.37354E-08,4.37712E-08,6.6636E-08,9.00731E-08,1.02856E-07,1.07143E-07
NPS-Ref,NAM,USA,EU,ESP,1.05925E-07,1.766775494,1.434613708,0.193840441,0.472250879,1.810028665,1.6437E-05,1.60617E-05
NPS-Ref,NAM,USA,EU,EST,4.97426E-08,0.209593605,0.003033231,0.01229557,0.004275735,1.2524E-07,5.77311E-08,4.59128E-08
NPS-Ref,NAM,USA,EU,FIN,,0.295920288,0.211450964,0.202407781,0.300577211,0.313169768,0.055184573,1.42529E-06
NPS-Ref,NAM,USA,EU,FRA,1.16433E-08,11.27782258,6.443526499,2.926613545,2.389230061,2.8134808,1.171248494,1.39973E-05
NPS-Ref,NAM,USA,EU,GBR,5.01195E-09,5.93069E-08,1.25687E-07,1.32747E-07,2.06279E-07,3.80372E-07,4.52086E-07,7.43793E-07
NPS-Ref,NAM,USA,EU,GRC,1.93662E-08,2.89125E-08,2.8349E-08,3.07229E-08,3.71335E-08,4.24543E-08,5.15042E-08,5.48846E-08
NPS-Ref,NAM,USA,EU,HRV,3.70695E-09,7.6017E-08,1.07583E-07,5.98674E-08,7.17917E-08,8.40531E-08,7.197E-08,6.98799E-08
NPS-Ref,NAM,USA,EU,HUN,3.42344E-09,8.47805E-08,6.07888E-08,3.56408E-08,3.85405E-08,4.29872E-08,4.31856E-08,4.47939E-08
NPS-Ref,NAM,USA,EU,IRL,1.03454E-08,1.10835E-07,2.24041E-07,2.06408E-07,3.08198E-07,3.6859E-07,3.3837E-07,2.58592E-07
NPS-Ref,NAM,USA,EU,ITA,7.26674E-09,1.00376E-07,1.54488E-07,5.79975E-08,7.34027E-08,9.57036E-08,9.37496E-08,9.55888E-08
NPS-Ref,NAM,USA,EU,LTU,4.54747E-08,0.689570002,0.369500271,0.104463333,0.086950745,0.034156898,1.84591E-07,1.05747E-07
NPS-Ref,NAM,USA,EU,LVA,3.39584E-08,0.411058352,0.113708744,0.092910617,0.112801934,0.051943094,1.77515E-07,9.22902E-08
NPS-Ref,NAM,USA,EU,NLD,5.79995E-09,4.91614E-08,1.19666E-07,1.25407E-07,3.11357E-07,4.31386E-07,4.15103E-07,3.30848E-07
NPS-Ref,NAM,USA,EU,POL,4.5619E-09,1.24036E-07,1.79964E-07,5.25758E-08,6.13847E-08,6.66508E-08,5.60118E-08,6.17677E-08
NPS-Ref,NAM,USA,EU,PRT,7.19103E-08,2.109684647,1.58982581,1.585840549,1.49694923,3.21843E-05,3.3631E-05,1.36841E-05
NPS-Ref,NAM,USA,EU,ROM,3.33076E-09,1.27634E-08,1.43814E-08,1.845E-08,2.16246E-08,2.49473E-08,2.67791E-08,2.92222E-08
NPS-Ref,NAM,USA,EU,SVK,2.86895E-09,4.39575E-08,4.1676E-08,2.97285E-08,3.49724E-08,4.33758E-08,4.57707E-08,4.82902E-08
NPS-Ref,NAM,USA,EU,SVN,3.94488E-09,1.26403E-07,1.5156E-07,6.94753E-08,6.06528E-08,6.28124E-08,5.83016E-08,5.71947E-08
NPS-Ref,NAM,USA,EU,SWE,8.87881E-09,2.48064E-07,0.302106121,0.10201558,0.689271623,0.570863644,0.183943227,0.38233479
NPS-Ref,NAM,USA,ROE,CHE,1.29624E-08,2.85309E-07,3.56799E-07,1.03902E-07,1.19872E-07,1.51499E-07,1.37697E-07,1.3575E-07
NPS-Ref,NAM,USA,ROE,SRB,9.14029E-09,4.81025E-08,2.5959E-08,2.53863E-08,3.1525E-08,3.90309E-08,4.4356E-08,4.7514E-08
NPS-Ref,NAM,USA,ROE,TUR,1.35708E-08,8.66717E-09,1.10844E-08,1.26269E-08,1.55593E-08,2.03946E-08,2.44058E-08,2.99056E-08
NPS-Ref,NAM,USA,ROE,UKR,1.12725E-09,1.49397E-08,1.81451E-08,1.69917E-08,2.05466E-08,2.73591E-08,3.12896E-08,3.7971E-08
NPS-Ref,NAM,USA,MEA,ARE,8.91169E-10,7.50376E-09,1.14885E-08,1.34054E-08,1.62723E-08,1.67231E-08,2.01066E-08,2.21951E-08
NPS-Ref,NAM,USA,MEA,BHR,,8.50048E-09,1.35321E-08,1.80751E-08,2.07643E-08,2.47106E-08,2.76001E-08,3.05522E-08
NPS-Ref,NAM,USA,MEA,ISR,,8.68509E-09,1.36463E-08,1.84448E-08,2.11338E-08,2.46927E-08,2.73695E-08,3.03614E-08
NPS-Ref,NAM,USA,MEA,KWT,2.14147E-09,2.3734E-08,2.29943E-08,3.30732E-08,3.59452E-08,3.33074E-08,3.47672E-08,3.60704E-08
NPS-Ref,NAM,USA,MEA,OMN,,2.49852E-09,6.23146E-09,7.58641E-09,8.9019E-09,1.04529E-08,1.18632E-08,1.29193E-08
NPS-Ref,NAM,USA,AFR,EGY,,1.74779E-08,1.75456E-08,2.12515E-08,2.59633E-08,3.17632E-08,3.80904E-08,4.06247E-08
NPS-Ref,NAM,USA,ASP,BGD,,2.36499E-08,7.71891E-08,1.33073E-07,2.09858E-07,2.87718E-07,3.71879E-07,4.31749E-07
NPS-Ref,NAM,USA,ASP,CHN,6.52302E-08,7.61162E-07,1.53631E-06,2.0805E-06,2.86047E-06,3.55214E-06,4.33095E-06,4.99311E-06
NPS-Ref,NAM,USA,ASP,IDN,,5.19705E-09,8.65029E-09,1.12444E-08,1.43472E-08,1.9603E-08,2.44004E-08,3.19808E-08
NPS-Ref,NAM,USA,ASP,IND,5.59384E-08,6.38013E-07,8.46942E-07,8.29243E-07,1.15224E-06,1.26766E-06,1.55716E-06,1.79765E-06
NPS-Ref,NAM,USA,ASP,JPN,0.542950055,77.1608793,95.63948563,116.3096522,132.3157222,145.6421375,151.7703958,152.7969497
NPS-Ref,NAM,USA,ASP,KOR,7.48543E-07,1.5388E-06,7.683458372,4.799145562,2.496758805,8.92285E-06,9.09333E-06,9.2569E-06
NPS-Ref,NAM,USA,ASP,MYS,4.37249E-09,9.94291E-09,1.60783E-08,2.13684E-08,2.87336E-08,3.60561E-08,4.50559E-08,5.76698E-08
NPS-Ref,NAM,USA,ASP,PAK,,9.86732E-09,1.31049E-08,1.30401E-08,1.50722E-08,1.99633E-08,2.52799E-08,3.29612E-08
NPS-Ref,NAM,USA,ASP,PHL,,1.58999E-08,5.91418E-08,1.10208E-07,1.86368E-07,2.87432E-07,3.49338E-07,3.70475E-07
NPS-Ref,NAM,USA,ASP,SGP,2.1258E-08,1.4661E-07,7.85288E-08,5.51129E-08,7.22964E-08,9.13304E-08,1.18714E-07,1.54638E-07
NPS-Ref,NAM,USA,ASP,THA,4.88966E-09,3.96483E-08,1.34749E-07,2.51379E-07,4.24385E-07,5.01606E-07,6.43922E-07,7.63943E-07
NPS-Ref,NAM,USA,ASP,TWN,1.22256E-07,6.33678E-07,1.36592E-06,1.73413E-06,2.16257E-06,2.37802E-06,2.88891E-06,3.21381E-06
NPS-Ref,NAM,USA,ASP,VNM,,,2.31537E-08,3.82786E-08,6.6367E-08,1.41614E-07,1.63848E-07,1.76841E-07
NPS-Ref,SAM,PER,NAM,CAN,7.49572E-10,4.91571E-09,6.74698E-09,9.3166E-09,9.96852E-09,1.05034E-08,1.15192E-08,1.49848E-08
NPS-Ref,SAM,PER,NAM,MEX,7.75382E-10,4.35056E-09,1.00094E-08,1.08213E-08,1.01342E-08,1.06095E-08,1.4365E-08,1.65012E-08
NPS-Ref,SAM,PER,NAM,USA,2.66125E-09,2.30811E-08,4.13878E-08,5.20298E-08,5.33419E-08,5.84633E-08,6.76556E-08,7.71449E-08
NPS-Ref,SAM,PER,EU,AUT,3.88065E-09,4.75975E-08,6.7681E-08,3.24445E-08,2.57693E-08,2.47383E-08,2.80023E-08,3.57034E-08
NPS-Ref,SAM,PER,EU,BEL,8.48751E-09,6.05711E-08,1.70393E-07,1.39578E-07,7.73957E-08,5.68421E-08,6.35007E-08,9.69224E-08
NPS-Ref,SAM,PER,EU,BGR,4.32888E-09,1.26542E-08,1.43989E-08,1.4742E-08,1.4055E-08,1.47905E-08,1.79864E-08,2.20073E-08
NPS-Ref,SAM,PER,EU,CZE,3.89091E-09,6.46335E-08,7.01456E-08,3.47014E-08,2.5783E-08,2.39563E-08,2.73774E-08,3.52451E-08
NPS-Ref,SAM,PER,EU,DEU,7.6446E-09,4.16624E-08,9.24432E-08,6.57963E-08,4.30292E-08,3.77334E-08,4.07466E-08,5.14384E-08
NPS-Ref,SAM,PER,EU,DNK,3.46196E-09,1.46963E-08,2.89648E-08,3.52675E-08,3.64783E-08,3.56685E-08,4.23821E-08,5.65278E-08
NPS-Ref,SAM,PER,EU,ESP,4.6313E-07,6.91236E-07,9.86433E-07,9.81694E-07,2.24827E-07,1.43201E-07,1.64948E-07,2.62916E-07
NPS-Ref,SAM,PER,EU,EST,1.96314E-07,1.71607E-07,1.10246E-07,1.88803E-07,4.63339E-08,3.24118E-08,3.03561E-08,3.22531E-08
NPS-Ref,SAM,PER,EU,FIN,,3.68409E-07,4.49428E-07,6.15744E-07,1.325E-07,8.47399E-08,1.05534E-07,1.51886E-07
NPS-Ref,SAM,PER,EU,FRA,1.64398E-08,5.13751E-07,7.56264E-07,7.88715E-07,1.9583E-07,1.11932E-07,1.24858E-07,1.82404E-07
NPS-Ref,SAM,PER,EU,GBR,8.19455E-09,4.11857E-08,8.25274E-08,7.693E-08,5.60794E-08,5.19057E-08,6.42793E-08,1.20757E-07
NPS-Ref,SAM,PER,EU,GRC,2.17684E-08,1.9904E-08,2.14527E-08,2.07059E-08,1.79583E-08,1.80089E-08,2.32766E-08,2.87767E-08
NPS-Ref,SAM,PER,EU,HRV,4.20724E-09,5.18092E-08,7.28861E-08,4.13559E-08,2.93212E-08,2.56734E-08,2.94413E-08,3.64232E-08
NPS-Ref,SAM,PER,EU,HUN,3.84804E-09,5.59407E-08,4.61992E-08,2.68189E-08,2.08846E-08,1.94901E-08,2.18012E-08,2.70659E-08
NPS-Ref,SAM,PER,EU,IRL,1.3248E-08,7.74821E-08,1.52583E-07,1.37697E-07,1.01043E-07,7.66571E-08,8.11349E-08,1.06639E-07
NPS-Ref,SAM,PER,EU,ITA,8.89926E-09,5.96623E-08,8.98993E-08,3.81179E-08,2.96912E-08,2.71832E-08,3.25257E-08,4.24026E-08
NPS-Ref,SAM,PER,EU,LTU,1.91543E-07,1.68956E-07,2.70153E-07,6.50789E-07,7.05614E-08,3.95047E-08,4.2683E-08,4.65127E-08
NPS-Ref,SAM,PER,EU,LVA,1.33299E-07,1.54002E-07,1.27196E-07,1.76815E-07,4.77382E-08,3.47095E-08,3.91407E-08,4.32114E-08
NPS-Ref,SAM,PER,EU,NLD,6.82815E-09,3.4085E-08,6.99103E-08,7.00738E-08,5.05381E-08,4.17917E-08,4.88354E-08,6.91722E-08
NPS-Ref,SAM,PER,EU,POL,7.66026E-09,6.91828E-08,9.82435E-08,3.42453E-08,2.58642E-08,2.30102E-08,2.58356E-08,3.32327E-08
NPS-Ref,SAM,PER,EU,PRT,2.47937E-07,4.17088E-07,5.92984E-07,8.1636E-07,1.5544E-07,1.11381E-07,1.58672E-07,2.94547E-07
NPS-Ref,SAM,PER,EU,ROM,3.68711E-09,1.07203E-08,1.27277E-08,1.50169E-08,1.42153E-08,1.4441E-08,1.63984E-08,2.00847E-08
NPS-Ref,SAM,PER,EU,SVK,3.20988E-09,3.46437E-08,3.45603E-08,2.33713E-08,1.99973E-08,1.98336E-08,2.28538E-08,2.88533E-08
NPS-Ref,SAM,PER,EU,SVN,6.52528E-09,8.23928E-08,1.00599E-07,4.81801E-08,2.72662E-08,2.30905E-08,2.54047E-08,3.1676E-08
NPS-Ref,SAM,PER,EU,SWE,1.00771E-08,1.34921E-07,6.17025E-07,6.85814E-07,1.69528E-07,1.29582E-07,1.65139E-07,2.69503E-07
NPS-Ref,SAM,PER,ROE,CHE,1.73591E-08,1.86533E-07,2.34062E-07,6.96774E-08,4.63699E-08,3.81099E-08,4.24903E-08,5.69004E-08
NPS-Ref,SAM,PER,ROE,SRB,1.02221E-08,4.13913E-08,2.10415E-08,1.92211E-08,1.7988E-08,1.84087E-08,2.18308E-08,2.73282E-08
NPS-Ref,SAM,PER,ROE,TUR,1.65741E-08,6.7881E-09,9.18136E-09,9.98259E-09,1.03609E-08,1.15142E-08,1.53213E-08,1.90756E-08
NPS-Ref,SAM,PER,ROE,UKR,2.44822E-09,1.33187E-08,1.57003E-08,1.40656E-08,1.38898E-08,1.63245E-08,1.93605E-08,2.45699E-08
NPS-Ref,SAM,PER,MEA,ARE,9.24506E-10,5.06149E-09,7.9828E-09,8.91874E-09,8.64507E-09,8.67217E-09,1.1126E-08,1.30777E-08
NPS-Ref,SAM,PER,MEA,BHR,,1.93027E-09,7.25352E-09,8.50929E-09,8.45236E-09,1.02781E-08,1.17129E-08,1.59837E-08
NPS-Ref,SAM,PER,MEA,ISR,,1.96795E-09,7.39215E-09,8.77202E-09,8.66408E-09,1.03523E-08,1.35587E-08,1.60196E-08
NPS-Ref,SAM,PER,MEA,KWT,2.39474E-09,8.09973E-09,1.16342E-08,1.48841E-08,1.29411E-08,1.31011E-08,1.39952E-08,1.79487E-08
NPS-Ref,SAM,PER,MEA,OMN,,9.21747E-10,3.22493E-09,5.83583E-09,6.0372E-09,6.58692E-09,7.54104E-09,8.7601E-09
NPS-Ref,SAM,PER,AFR,EGY,,6.28996E-09,9.28305E-09,1.00114E-08,1.15274E-08,1.29871E-08,1.51695E-08,1.97912E-08
NPS-Ref,SAM,PER,ASP,BGD,,8.98042E-09,4.00814E-08,5.80972E-08,4.77612E-08,5.39948E-08,7.13617E-08,1.00646E-07
NPS-Ref,SAM,PER,ASP,CHN,6.72454E-08,4.52533E-07,8.70085E-07,1.1E-06,2.93741E-07,2.66894E-07,3.48369E-07,5.61219E-07
NPS-Ref,SAM,PER,ASP,IDN,,1.94681E-09,6.28616E-09,7.67025E-09,8.20279E-09,9.44385E-09,1.32883E-08,1.74529E-08
NPS-Ref,SAM,PER,ASP,IND,6.26012E-08,2.58128E-07,4.59572E-07,3.42574E-07,1.84372E-07,1.56647E-07,2.06095E-07,3.1597E-07
NPS-Ref,SAM,PER,ASP,JPN,5.144468648,0.278145037,0.081874289,0.418472015,1.3347E-07,7.6273E-08,1.04204E-07,1.96639E-07
NPS-Ref,SAM,PER,ASP,KOR,9.28916E-07,0.59279259,0.377090269,0.000219362,1.57095E-07,1.13583E-07,1.49056E-07,2.63741E-07
NPS-Ref,SAM,PER,ASP,MYS,4.55918E-09,6.3824E-09,1.11438E-08,1.39736E-08,1.51687E-08,1.86568E-08,2.33917E-08,3.08409E-08
NPS-Ref,SAM,PER,ASP,PAK,,2.20825E-09,9.50901E-09,9.86668E-09,9.24713E-09,1.04759E-08,1.4486E-08,1.92794E-08
NPS-Ref,SAM,PER,ASP,PHL,,6.28212E-09,3.14501E-08,5.31999E-08,3.92511E-08,3.67539E-08,4.9139E-08,7.44515E-08
NPS-Ref,SAM,PER,ASP,SGP,2.22963E-08,7.43589E-08,4.62837E-08,3.19145E-08,3.39201E-08,4.00151E-08,5.08491E-08,7.2046E-08
NPS-Ref,SAM,PER,ASP,THA,4.98636E-09,1.61298E-08,6.59899E-08,9.57954E-08,4.86643E-08,4.11473E-08,5.52453E-08,9.11364E-08
NPS-Ref,SAM,PER,ASP,TWN,1.49345E-07,2.50105E-07,5.613E-07,5.55386E-07,6.11222E-08,4.7738E-08,6.47488E-08,1.15873E-07
NPS-Ref,SAM,PER,ASP,VNM,,,1.20028E-08,1.81151E-08,2.13524E-08,2.88149E-08,3.70475E-08,5.05667E-08
NPS-Ref,SAM,TTO,NAM,CAN,7.57692E-10,5.03527E-09,8.85883E-09,1.00037E-08,1.19131E-08,1.32596E-08,1.58043E-08,1.69159E-08
NPS-Ref,SAM,TTO,NAM,MEX,7.81573E-10,4.41791E-09,1.03214E-08,1.18454E-08,1.25498E-08,1.63919E-08,1.72352E-08,2.24852E-08
NPS-Ref,SAM,TTO,NAM,USA,2.68584E-09,2.47198E-08,4.43677E-08,5.70503E-08,6.50306E-08,7.64383E-08,8.09927E-08,8.92382E-08
NPS-Ref,SAM,TTO,EU,AUT,4.06541E-09,6.36604E-08,9.55556E-08,4.13707E-08,4.8614E-08,6.26201E-08,5.63483E-08,5.76023E-08
NPS-Ref,SAM,TTO,EU,BEL,9.19185E-09,9.64696E-08,4.0016E-07,2.5263E-07,5.019E-07,8.01998E-07,7.65354E-07,8.24913E-07
NPS-Ref,SAM,TTO,EU,BGR,4.49245E-09,1.32945E-08,1.5283E-08,1.6483E-08,1.89941E-08,2.24835E-08,2.61948E-08,2.88066E-08
NPS-Ref,SAM,TTO,EU,CZE,5.99517E-09,9.3556E-08,9.14109E-08,4.3918E-08,4.68818E-08,5.29682E-08,5.14832E-08,5.55686E-08
NPS-Ref,SAM,TTO,EU,DEU,8.16981E-09,5.56141E-08,1.53452E-07,1.02816E-07,1.15325E-07,1.30109E-07,9.97465E-08,9.04949E-08
NPS-Ref,SAM,TTO,EU,DNK,3.61588E-09,1.60978E-08,3.28852E-08,4.15666E-08,6.20897E-08,8.08587E-08,8.92569E-08,9.3674E-08
NPS-Ref,SAM,TTO,EU,ESP,2.57221178,5.686480667,2.278833023,1.05391E-05,6.76921E-06,8.20549E-06,6.31937E-06,5.78207E-06
NPS-Ref,SAM,TTO,EU,EST,0.082675459,2.19252E-06,8.81896E-07,9.7629E-07,5.10827E-07,1.14949E-07,5.06701E-08,4.08653E-08
NPS-Ref,SAM,TTO,EU,FIN,,1.67386E-06,3.16864E-06,0.06972823,3.59549E-06,4.19596E-06,2.37389E-06,8.08667E-07
NPS-Ref,SAM,TTO,EU,FRA,1.88591E-08,2.741432015,4.269674689,5.71221E-06,4.76255E-06,6.71121E-06,6.95508E-06,4.78888E-06
NPS-Ref,SAM,TTO,EU,GBR,8.74918E-09,4.8374E-08,1.08942E-07,1.1254E-07,1.55201E-07,2.54963E-07,3.02681E-07,5.10651E-07
NPS-Ref,SAM,TTO,EU,GRC,2.27222E-08,2.12242E-08,2.33081E-08,2.44967E-08,2.64786E-08,3.1074E-08,3.58849E-08,4.12885E-08
NPS-Ref,SAM,TTO,EU,HRV,4.38869E-09,6.44368E-08,1.00475E-07,5.24869E-08,5.95787E-08,6.72318E-08,5.60869E-08,5.57714E-08
NPS-Ref,SAM,TTO,EU,HUN,3.99868E-09,7.25877E-08,5.70706E-08,3.24039E-08,3.41252E-08,3.65646E-08,3.58422E-08,3.83209E-08
NPS-Ref,SAM,TTO,EU,IRL,1.44045E-08,9.12445E-08,1.93935E-07,1.7637E-07,2.4915E-07,2.97148E-07,2.72498E-07,2.17715E-07
NPS-Ref,SAM,TTO,EU,ITA,9.56489E-09,8.58282E-08,1.36023E-07,4.9963E-08,6.00514E-08,7.26743E-08,6.73527E-08,7.1073E-08
NPS-Ref,SAM,TTO,EU,LTU,0.271176334,8.22093E-07,1.20169E-06,3.61259E-06,2.08254E-06,1.30269E-06,1.36556E-07,8.00671E-08
NPS-Ref,SAM,TTO,EU,LVA,0.180474888,1.20951E-06,1.56414E-06,1.06489E-06,1.40488E-06,1.63592E-06,1.36887E-07,7.32604E-08
NPS-Ref,SAM,TTO,EU,NLD,7.2509E-09,4.36191E-08,1.06887E-07,1.079E-07,2.4515E-07,3.17124E-07,3.04499E-07,2.33208E-07
NPS-Ref,SAM,TTO,EU,POL,8.15634E-09,9.27066E-08,1.48209E-07,4.50829E-08,5.05499E-08,5.39793E-08,4.42031E-08,4.92514E-08
NPS-Ref,SAM,TTO,EU,PRT,0.91778123,0.012085291,0.029390747,1.53966E-05,1.40664E-05,1.03366E-05,1.03572E-05,7.40663E-06
NPS-Ref,SAM,TTO,EU,ROM,3.81213E-09,1.11871E-08,1.337E-08,1.66743E-08,1.90963E-08,2.15541E-08,2.28567E-08,2.54367E-08
NPS-Ref,SAM,TTO,EU,SVK,3.33492E-09,4.12582E-08,4.0098E-08,2.76728E-08,3.17E-08,3.74239E-08,3.83656E-08,4.15732E-08
NPS-Ref,SAM,TTO,EU,SVN,6.87005E-09,1.12248E-07,1.42728E-07,6.04358E-08,5.23866E-08,5.28826E-08,4.74235E-08,4.81681E-08
NPS-Ref,SAM,TTO,EU,SWE,1.05499E-08,1.74658E-07,0.028673674,0.314831743,5.316E-06,4.13162E-06,3.97178E-06,4.97218E-06
NPS-Ref,SAM,TTO,ROE,CHE,1.9255E-08,2.69774E-07,3.32538E-07,9.17749E-08,1.00054E-07,1.16306E-07,1.00901E-07,1.05724E-07
NPS-Ref,SAM,TTO,ROE,SRB,1.06104E-08,4.59006E-08,2.26554E-08,2.19691E-08,2.61405E-08,3.11171E-08,3.45037E-08,3.80225E-08
NPS-Ref,SAM,TTO,ROE,TUR,1.7769E-08,7.02477E-09,9.58327E-09,1.08561E-08,1.28642E-08,1.67516E-08,1.95896E-08,2.48451E-08
NPS-Ref,SAM,TTO,ROE,UKR,2.51484E-09,1.42907E-08,1.67841E-08,1.55613E-08,1.84174E-08,2.38827E-08,2.67726E-08,3.31954E-08
NPS-Ref,SAM,TTO,MEA,ARE,9.31367E-10,5.13693E-09,8.19539E-09,9.56311E-09,1.04492E-08,1.21804E-08,1.31904E-08,1.67082E-08
NPS-Ref,SAM,TTO,MEA,BHR,,1.9627E-09,7.49253E-09,9.21258E-09,1.13263E-08,1.23691E-08,1.5664E-08,1.78279E-08
NPS-Ref,SAM,TTO,MEA,ISR,,1.99975E-09,7.63115E-09,9.49939E-09,1.16028E-08,1.24461E-08,1.56564E-08,1.78423E-08
NPS-Ref,SAM,TTO,MEA,KWT,3.19284E-09,9.07656E-09,1.242E-08,1.71485E-08,1.89881E-08,1.74199E-08,1.71688E-08,2.04823E-08
NPS-Ref,SAM,TTO,MEA,OMN,,9.28757E-10,3.28134E-09,6.13106E-09,6.98653E-09,8.02449E-09,8.90876E-09,9.86505E-09
NPS-Ref,SAM,TTO,AFR,EGY,,6.46309E-09,9.49327E-09,1.0726E-08,1.38472E-08,1.66308E-08,2.05206E-08,2.26553E-08
NPS-Ref,SAM,TTO,ASP,BGD,,9.62593E-09,4.60347E-08,8.03574E-08,1.07275E-07,1.42219E-07,1.72416E-07,2.20718E-07
NPS-Ref,SAM,TTO,ASP,CHN,6.76538E-08,4.17261E-07,9.22622E-07,1.50297E-06,1.42495E-06,1.65108E-06,1.83902E-06,2.43945E-06
NPS-Ref,SAM,TTO,ASP,IDN,,1.91697E-09,6.2878E-09,8.06116E-09,9.82292E-09,1.34759E-08,1.64961E-08,2.25758E-08
NPS-Ref,SAM,TTO,ASP,IND,7.27964E-08,4.6385E-07,7.57447E-07,7.29016E-07,6.7136E-07,6.69922E-07,7.75978E-07,1.05654E-06
NPS-Ref,SAM,TTO,ASP,JPN,13.27317064,1.278321826,0.730402745,4.211436521,2.298310834,1.209684984,1.184545942,1.7633428
NPS-Ref,SAM,TTO,ASP,KOR,5.85978E-07,7.00266E-07,1.45865E-06,2.75025E-06,2.01436E-06,2.04665E-06,2.09637E-06,2.53633E-06
NPS-Ref,SAM,TTO,ASP,MYS,4.55888E-09,6.40268E-09,1.13104E-08,1.4835E-08,1.82673E-08,2.38792E-08,2.93606E-08,3.88947E-08
NPS-Ref,SAM,TTO,ASP,PAK,,2.2511E-09,1.01867E-08,1.11242E-08,1.20452E-08,1.60578E-08,1.97352E-08,2.51148E-08
NPS-Ref,SAM,TTO,ASP,PHL,,6.35204E-09,3.30921E-08,6.34658E-08,9.5896E-08,1.42562E-07,1.68596E-07,1.91522E-07
NPS-Ref,SAM,TTO,ASP,SGP,2.26524E-08,8.11256E-08,4.82609E-08,3.41268E-08,4.17888E-08,5.31314E-08,6.63241E-08,8.98014E-08
NPS-Ref,SAM,TTO,ASP,THA,5.02058E-09,1.64712E-08,7.33117E-08,1.41281E-07,1.7705E-07,1.87927E-07,2.14891E-07,3.02264E-07
NPS-Ref,SAM,TTO,ASP,TWN,1.66099E-07,2.32974E-07,6.81392E-07,1.12155E-06,6.83014E-07,7.18679E-07,7.80992E-07,1.05124E-06
NPS-Ref,SAM,TTO,ASP,VNM,,,1.22719E-08,2.00546E-08,3.2085E-08,6.37231E-08,7.16434E-08,8.44743E-08
NPS-Ref,EU,AUT,ROE,CHE,0.052729002,4.56568E-08,9.3465E-08,9.36844E-08,8.23759E-08,1.12482E-07,,
NPS-Ref,EU,AUT,ROE,SRB,4.18255E-08,4.27737E-08,1.51228E-08,2.03552E-08,2.06164E-08,1.84166E-08,,
NPS-Ref,EU,AUT,ROE,TUR,2.12746E-08,3.23982E-09,4.0685E-09,7.40231E-09,8.3012E-09,7.35377E-09,,
NPS-Ref,EU,AUT,ROE,UKR,7.13334E-09,1.16768E-08,1.34891E-08,1.58533E-08,1.60766E-08,1.56624E-08,,
NPS-Ref,EU,CYP,NAM,CAN,,,6.28787E-09,9.35201E-09,1.15494E-08,1.30869E-08,1.57289E-08,1.66336E-08
NPS-Ref,EU,CYP,NAM,MEX,,,9.29997E-09,1.10242E-08,1.24383E-08,1.63312E-08,1.72813E-08,2.21051E-08
NPS-Ref,EU,CYP,NAM,USA,,,3.91315E-08,5.21568E-08,6.3187E-08,7.55055E-08,8.06244E-08,8.77196E-08
NPS-Ref,EU,CYP,SAM,ARG,,,3.61335E-08,2.47549E-08,1.37714E-08,1.64503E-08,1.80638E-08,2.14895E-08
NPS-Ref,EU,CYP,SAM,BRA,,,3.75795E-08,1.74721E-08,2.03065E-08,2.13461E-08,2.54355E-08,2.82824E-08
NPS-Ref,EU,CYP,SAM,CHL,,,9.31968E-08,1.07388E-07,6.9225E-08,6.10125E-08,5.29068E-08,5.77853E-08
NPS-Ref,EU,CYP,SAM,COL,,,2.50871E-08,5.22754E-08,1.07993E-07,1.43024E-07,1.71002E-07,1.78073E-07
NPS-Ref,EU,CYP,SAM,TTO,,,2.07277E-09,2.44053E-09,2.93457E-09,5.34757E-09,6.73288E-09,8.54755E-09
NPS-Ref,EU,CYP,SAM,VEN,,,2.39421E-08,5.00595E-08,9.64325E-08,1.24247E-07,1.50237E-07,1.57258E-07
NPS-Ref,EU,CYP,ROE,CHE,,,2.78464E-07,8.77524E-08,1.04171E-07,1.33173E-07,1.17826E-07,1.13984E-07
NPS-Ref,EU,CYP,ROE,SRB,,,2.17835E-08,2.18622E-08,2.72171E-08,3.35619E-08,3.7729E-08,3.99369E-08
NPS-Ref,EU,CYP,ROE,TUR,,,9.39296E-09,1.08724E-08,1.33829E-08,1.75629E-08,2.07016E-08,2.55555E-08
