,,,,,2015,2020,2025,2030,2035,2040,2045,2050
SDS-Vision,EU,ITA,ROE,TUR,1.51548E-08,4.366E-09,9.46559E-09,1.69884E-08,4.34626E-08,9.38668E-08,1.6284E-07,2.28191E-07
SDS-Vision,EU,ITA,ROE,UKR,3.67242E-09,1.26945E-08,1.22774E-08,1.41972E-08,1.91123E-08,2.85156E-08,3.81208E-08,5.92675E-08
SDS-Vision,EU,NLD,ROE,CHE,0.22543328,0.567626768,3.90503E-06,4.04733E-07,3.48162E-07,2.82872E-07,3.32061E-07,4.56095E-07
SDS-Vision,EU,NLD,ROE,SRB,2.17843E-08,3.68185E-08,2.07081E-08,2.78727E-08,6.90492E-08,1.12332E-07,1.98856E-07,7.50161E-07
SDS-Vision,EU,NLD,ROE,TUR,1.59529E-08,4.28038E-09,9.43402E-09,1.63058E-08,4.06505E-08,8.0194E-08,1.56799E-07,2.44653E-07
SDS-Vision,EU,NLD,ROE,UKR,5.92193E-09,1.37136E-08,1.36116E-08,1.47551E-08,1.97444E-08,2.79802E-08,4.1094E-08,6.8746E-08
SDS-Vision,EU,POL,ROE,CHE,6.18498E-07,9.08866E-08,3.62163E-07,0.6551667,0.869935107,1.093634475,1.511360641,1.699646107
SDS-Vision,EU,POL,ROE,SRB,2.30132E-08,3.24115E-08,2.27967E-08,3.77216E-08,1.25327E-07,2.94291E-07,6.71894E-07,0.01613255
SDS-Vision,EU,POL,ROE,TUR,1.71348E-08,4.27331E-09,9.96061E-09,1.965E-08,5.77386E-08,1.39201E-07,3.47539E-07,2.72068E-06
SDS-Vision,EU,POL,ROE,UKR,7.34119E-09,1.85478E-08,1.98208E-08,2.40747E-08,3.52814E-08,6.28913E-08,1.22962E-07,9.46468E-07
SDS-Vision,EU,ROM,ROE,CHE,1.84849E-08,1.19787E-07,0.033892297,6.75285E-06,1.24668E-07,9.32938E-08,7.34495E-08,5.88041E-08
SDS-Vision,EU,ROM,ROE,SRB,2.40596E-07,5.75657E-08,0.668430706,0.717345891,0.240581856,4.90263E-06,6.95042E-06,1.61637E-06
SDS-Vision,EU,ROM,ROE,TUR,1.03708E-07,1.78412E-08,3.3752E-08,1.312136748,4.322828263,6.076342261,6.614649359,8.058604737
SDS-Vision,EU,ROM,ROE,UKR,6.77973E-09,1.38187E-08,1.74348E-08,2.21603E-08,2.68637E-08,3.42795E-08,4.00217E-08,4.86762E-08
SDS-Vision,EU,SVK,ROE,CHE,0.024297972,3.55492E-08,1.20065E-07,9.2876E-07,2.69503E-07,1.17033E-07,9.11584E-08,8.14693E-08
SDS-Vision,EU,SVK,ROE,SRB,7.65812E-08,4.2769E-08,2.26319E-08,4.52632E-08,1.06001E-06,2.52621E-06,4.03519E-06,0.000947416
SDS-Vision,EU,SVK,ROE,TUR,2.71938E-08,4.15031E-09,8.92671E-09,1.77928E-08,6.23293E-08,1.2149E-07,2.19582E-07,2.16858E-07
SDS-Vision,EU,SVK,ROE,UKR,8.52732E-09,1.32091E-08,1.432E-08,1.79583E-08,2.22428E-08,2.85371E-08,3.73505E-08,5.72711E-08
SDS-Vision,ROE,BLR,EU,AUT,3.1887E-09,1.58191E-08,1.52442E-08,1.66475E-08,2.36256E-08,3.48502E-08,3.89786E-08,4.29816E-08
SDS-Vision,ROE,BLR,EU,BEL,3.71377E-09,1.27489E-08,1.39056E-08,1.88266E-08,2.53249E-08,3.39194E-08,3.58878E-08,3.89345E-08
SDS-Vision,ROE,BLR,EU,BGR,4.01695E-09,8.13696E-09,9.28243E-09,1.1705E-08,2.14245E-08,3.63958E-08,4.79269E-08,6.9437E-08
SDS-Vision,ROE,BLR,EU,CZE,3.25896E-09,1.94277E-08,1.58426E-08,1.77406E-08,2.41403E-08,3.76973E-08,3.9265E-08,4.26833E-08
SDS-Vision,ROE,BLR,EU,DEU,3.91556E-09,1.47023E-08,1.53161E-08,1.88749E-08,2.43023E-08,3.06704E-08,3.22911E-08,3.56265E-08
SDS-Vision,ROE,BLR,EU,DNK,2.88459E-09,9.47353E-09,1.30016E-08,2.00627E-08,2.9826E-08,3.47792E-08,3.93188E-08,4.33856E-08
SDS-Vision,ROE,BLR,EU,ESP,3.39267E-09,9.72311E-09,1.273E-08,1.72195E-08,2.59658E-08,3.77281E-08,4.3223E-08,5.11596E-08
SDS-Vision,ROE,BLR,EU,EST,3.45513E-07,8.85666E-08,0.022247026,0.034129929,0.056115156,0.054987796,0.069533425,0.073028638
SDS-Vision,ROE,BLR,EU,FIN,,1.19647E-07,8.77317E-08,1.29633E-07,1.77648E-07,2.71113E-07,3.1321E-07,2.06069E-07
SDS-Vision,ROE,BLR,EU,FRA,4.77087E-09,1.91555E-08,1.77953E-08,2.35906E-08,3.15575E-08,4.00639E-08,4.0532E-08,4.35083E-08
SDS-Vision,ROE,BLR,EU,GBR,3.56884E-09,9.51045E-09,1.05417E-08,1.36342E-08,1.82009E-08,2.39341E-08,2.72141E-08,3.51436E-08
SDS-Vision,ROE,BLR,EU,GRC,1.38067E-08,1.11875E-08,1.2417E-08,1.56869E-08,2.86893E-08,5.11407E-08,6.66852E-08,9.54019E-08
SDS-Vision,ROE,BLR,EU,HRV,3.81299E-09,1.402E-08,1.36473E-08,1.62236E-08,2.22673E-08,3.01834E-08,3.69015E-08,4.41964E-08
SDS-Vision,ROE,BLR,EU,HUN,3.5969E-09,1.8974E-08,1.43861E-08,1.58127E-08,2.23377E-08,3.37395E-08,4.18272E-08,5.78843E-08
SDS-Vision,ROE,BLR,EU,IRL,5.13564E-09,1.44808E-08,1.52001E-08,1.94349E-08,2.59971E-08,3.32214E-08,3.58746E-08,4.49863E-08
SDS-Vision,ROE,BLR,EU,ITA,4.21174E-09,1.28709E-08,1.54424E-08,1.91557E-08,2.53309E-08,3.10302E-08,3.66204E-08,4.06785E-08
SDS-Vision,ROE,BLR,EU,LTU,0.228166251,0.436414902,0.391091437,0.395856458,0.403437368,0.417904197,0.415289585,0.41674876
SDS-Vision,ROE,BLR,EU,LVA,2.31407E-07,8.32504E-08,0.124158771,0.152495505,0.178677702,0.198962907,0.216906861,0.235266298
SDS-Vision,ROE,BLR,EU,NLD,3.20695E-09,1.08309E-08,1.20256E-08,1.62327E-08,2.17645E-08,2.92422E-08,3.19051E-08,3.50719E-08
SDS-Vision,ROE,BLR,EU,POL,6.48014E-09,2.68942E-08,1.95723E-08,1.92815E-08,2.23023E-08,2.74248E-08,2.92835E-08,3.25108E-08
SDS-Vision,ROE,BLR,EU,PRT,3.30501E-09,1.05277E-08,1.42763E-08,1.75706E-08,3.05932E-08,3.66468E-08,4.31874E-08,5.15191E-08
SDS-Vision,ROE,BLR,EU,ROM,3.52022E-09,7.22081E-09,8.26178E-09,1.04549E-08,1.86662E-08,3.12272E-08,4.1078E-08,5.97465E-08
SDS-Vision,ROE,BLR,EU,SVK,2.87446E-09,1.74196E-08,1.35265E-08,1.52207E-08,2.0971E-08,3.14999E-08,3.86833E-08,4.84947E-08
SDS-Vision,ROE,BLR,EU,SVN,3.59943E-09,1.89719E-08,1.48816E-08,1.74231E-08,2.39208E-08,3.22982E-08,3.82426E-08,4.58411E-08
SDS-Vision,ROE,BLR,EU,SWE,8.30208E-09,2.35553E-08,3.16308E-08,4.73665E-08,7.05652E-08,8.98789E-08,1.02013E-07,1.00984E-07
SDS-Vision,ROE,SRB,EU,AUT,,,1.56719E-08,1.79134E-08,2.01438E-08,2.57913E-08,2.87557E-08,2.869E-08
SDS-Vision,ROE,SRB,EU,BEL,,,1.22839E-08,1.72865E-08,1.80373E-08,2.14912E-08,2.3653E-08,2.43079E-08
SDS-Vision,ROE,SRB,EU,BGR,,,2.30957E-08,2.83472E-08,3.81212E-08,5.7268E-08,7.73106E-08,9.0106E-08
SDS-Vision,ROE,SRB,EU,CZE,,,1.31316E-08,1.57571E-08,1.73236E-08,2.30675E-08,2.51469E-08,2.57811E-08
SDS-Vision,ROE,SRB,EU,DEU,,,1.27785E-08,1.66286E-08,1.70148E-08,1.96385E-08,2.15432E-08,2.2556E-08
SDS-Vision,ROE,SRB,EU,DNK,,,1.09409E-08,1.70286E-08,2.02696E-08,2.18548E-08,2.50212E-08,2.59247E-08
SDS-Vision,ROE,SRB,EU,ESP,,,1.25545E-08,1.75958E-08,2.07059E-08,2.60486E-08,2.9886E-08,3.16962E-08
SDS-Vision,ROE,SRB,EU,EST,,,1.02429E-08,1.3295E-08,1.52222E-08,1.78132E-08,2.03117E-08,2.15297E-08
SDS-Vision,ROE,SRB,EU,FIN,,,1.31652E-08,1.76845E-08,1.97228E-08,2.31812E-08,2.56225E-08,2.51745E-08
SDS-Vision,ROE,SRB,EU,FRA,,,1.72675E-08,2.44078E-08,2.25723E-08,2.53589E-08,2.69679E-08,2.70241E-08
SDS-Vision,ROE,SRB,EU,GBR,,,9.58081E-09,1.28018E-08,1.42134E-08,1.72337E-08,1.97083E-08,2.299E-08
SDS-Vision,ROE,SRB,EU,GRC,,,3.28177E-08,3.99684E-08,5.22575E-08,8.08498E-08,1.0741E-07,1.18505E-07
SDS-Vision,ROE,SRB,EU,HRV,,,1.49284E-08,1.88128E-08,2.06828E-08,2.49817E-08,2.95649E-08,3.09197E-08
SDS-Vision,ROE,SRB,EU,HUN,,,1.6093E-08,1.89605E-08,2.1881E-08,2.88837E-08,3.4347E-08,3.86126E-08
SDS-Vision,ROE,SRB,EU,IRL,,,1.34374E-08,1.79501E-08,1.89599E-08,2.19726E-08,2.42642E-08,2.73011E-08
SDS-Vision,ROE,SRB,EU,ITA,,,2.1352E-08,2.7531E-08,2.31569E-08,2.51839E-08,2.93816E-08,2.91225E-08
SDS-Vision,ROE,SRB,EU,LTU,,,1.06338E-08,1.35252E-08,1.47697E-08,1.74295E-08,1.99194E-08,2.15904E-08
SDS-Vision,ROE,SRB,EU,LVA,,,1.01933E-08,1.33627E-08,1.49599E-08,1.76696E-08,2.03093E-08,2.20115E-08
SDS-Vision,ROE,SRB,EU,NLD,,,1.06685E-08,1.4893E-08,1.60528E-08,1.94321E-08,2.17621E-08,2.26729E-08
SDS-Vision,ROE,SRB,EU,POL,,,1.11189E-08,1.26113E-08,1.31039E-08,1.52933E-08,1.73879E-08,1.88074E-08
SDS-Vision,ROE,SRB,EU,PRT,,,1.41942E-08,1.80309E-08,2.33761E-08,2.55801E-08,3.0218E-08,3.21307E-08
SDS-Vision,ROE,SRB,EU,ROM,,,1.43779E-08,1.76558E-08,2.31971E-08,3.39856E-08,4.54195E-08,5.39976E-08
SDS-Vision,ROE,SRB,EU,SVK,,,1.21684E-08,1.45551E-08,1.65317E-08,2.17616E-08,2.6156E-08,2.8896E-08
SDS-Vision,ROE,SRB,EU,SVN,,,1.64949E-08,2.04555E-08,2.19065E-08,2.60361E-08,3.02455E-08,3.14838E-08
SDS-Vision,ROE,SRB,EU,SWE,,,2.68774E-08,4.04274E-08,4.75263E-08,5.4893E-08,6.56295E-08,5.64109E-08
SDS-Vision,ROE,TUR,EU,AUT,,1.51014E-07,5.46183E-08,4.47892E-08,3.53438E-08,2.78528E-08,2.40434E-08,2.50774E-08
SDS-Vision,ROE,TUR,EU,BEL,,1.98849E-08,2.51485E-08,3.77037E-08,2.79185E-08,2.26372E-08,2.06013E-08,2.17914E-08
SDS-Vision,ROE,TUR,EU,BGR,,0.030388913,1.41488E-07,1.67494E-07,1.83499E-07,6.24608E-08,4.74764E-08,5.63591E-08
SDS-Vision,ROE,TUR,EU,CZE,,4.90733E-08,3.01953E-08,3.12271E-08,2.66072E-08,2.44174E-08,2.15581E-08,2.28557E-08
SDS-Vision,ROE,TUR,EU,DEU,,2.30615E-08,2.88929E-08,3.66944E-08,2.59601E-08,2.05329E-08,1.89232E-08,2.03368E-08
SDS-Vision,ROE,TUR,EU,DNK,,1.21219E-08,1.86237E-08,3.03079E-08,3.01325E-08,2.29356E-08,2.17384E-08,2.32402E-08
SDS-Vision,ROE,TUR,EU,ESP,,1.46047E-08,2.20398E-08,3.12105E-08,3.06502E-08,2.76195E-08,2.58041E-08,2.80583E-08
SDS-Vision,ROE,TUR,EU,EST,,1.04747E-08,1.60563E-08,2.08415E-08,2.10854E-08,1.8889E-08,1.81231E-08,1.97212E-08
SDS-Vision,ROE,TUR,EU,FIN,,1.69883E-08,2.07143E-08,2.8152E-08,2.78974E-08,2.46146E-08,2.25552E-08,2.29254E-08
SDS-Vision,ROE,TUR,EU,FRA,,7.42479E-08,6.36445E-08,1.17486E-07,4.10814E-08,2.71385E-08,2.31391E-08,2.39813E-08
SDS-Vision,ROE,TUR,EU,GBR,,1.25113E-08,1.52432E-08,2.02718E-08,1.92764E-08,1.78449E-08,1.75773E-08,2.07466E-08
SDS-Vision,ROE,TUR,EU,GRC,1.58423E-08,0.040330638,0.035476424,0.064768202,0.039139935,9.5955E-08,6.39978E-08,7.29493E-08
SDS-Vision,ROE,TUR,EU,HRV,,3.40842E-08,4.05211E-08,4.8056E-08,3.73815E-08,2.69924E-08,2.45223E-08,2.6739E-08
SDS-Vision,ROE,TUR,EU,HUN,,8.14582E-08,4.77732E-08,4.81628E-08,4.22193E-08,3.14596E-08,2.76108E-08,3.23972E-08
SDS-Vision,ROE,TUR,EU,IRL,,2.07386E-08,2.47864E-08,3.29766E-08,2.8171E-08,2.31414E-08,2.12108E-08,2.43117E-08
SDS-Vision,ROE,TUR,EU,ITA,,0.126371364,0.209097318,0.154926843,4.62736E-08,2.71867E-08,2.48765E-08,2.56084E-08
SDS-Vision,ROE,TUR,EU,LTU,,1.1186E-08,1.72672E-08,2.13321E-08,2.00256E-08,1.81359E-08,1.7823E-08,1.97147E-08
SDS-Vision,ROE,TUR,EU,LVA,,9.82108E-09,1.58503E-08,2.07341E-08,2.03676E-08,1.84875E-08,1.81497E-08,2.00921E-08
SDS-Vision,ROE,TUR,EU,NLD,,1.5151E-08,1.91406E-08,2.76548E-08,2.3372E-08,2.03144E-08,1.9147E-08,2.04614E-08
SDS-Vision,ROE,TUR,EU,POL,,2.07702E-08,1.99873E-08,2.0163E-08,1.75983E-08,1.58509E-08,1.56192E-08,1.72307E-08
SDS-Vision,ROE,TUR,EU,PRT,,1.63941E-08,2.67851E-08,3.18814E-08,3.76646E-08,2.74664E-08,2.61054E-08,2.85211E-08
SDS-Vision,ROE,TUR,EU,ROM,,3.42714E-08,3.37849E-08,3.97532E-08,4.58723E-08,3.67687E-08,3.36671E-08,4.05798E-08
SDS-Vision,ROE,TUR,EU,SVK,,4.65499E-08,2.60149E-08,2.72269E-08,2.50841E-08,2.29717E-08,2.22256E-08,2.52593E-08
SDS-Vision,ROE,TUR,EU,SVN,,0.013794232,5.76074E-08,6.55014E-08,4.27267E-08,2.85801E-08,2.49737E-08,2.7203E-08
SDS-Vision,ROE,TUR,EU,SWE,,3.11038E-08,4.80761E-08,7.46293E-08,7.2674E-08,5.90786E-08,5.66212E-08,4.99377E-08
SDS-Vision,ROE,UKR,EU,AUT,1.007149836,1.17244E-07,0.878526089,1.566150511,1.315414987,0.396006488,5.02611E-07,1.46005E-07
SDS-Vision,ROE,UKR,EU,BEL,4.19876E-08,2.15179E-08,5.04758E-08,1.66834E-07,1.64455E-07,1.26148E-07,1.02869E-07,7.54998E-08
SDS-Vision,ROE,UKR,EU,BGR,0.125169947,1.45511E-08,2.68466E-08,4.40265E-08,3.43306E-07,0.23131697,0.292857453,0.56744691
SDS-Vision,ROE,UKR,EU,CZE,1.184016829,5.3572E-07,1.83761628,2.254555034,1.676688867,0.806157823,4.06558E-07,1.3608E-07
SDS-Vision,ROE,UKR,EU,DEU,1.039013471,3.02259E-08,1.15757E-07,1.08458E-06,2.4939E-07,1.1005E-07,8.66866E-08,6.70028E-08
SDS-Vision,ROE,UKR,EU,DNK,1.66291E-08,1.38368E-08,3.14627E-08,7.68868E-08,1.04358E-07,9.67201E-08,1.11329E-07,8.64708E-08
SDS-Vision,ROE,UKR,EU,ESP,1.17081E-08,1.2692E-08,2.42012E-08,3.78131E-08,5.95339E-08,8.59965E-08,1.01513E-07,1.01148E-07
SDS-Vision,ROE,UKR,EU,EST,,1.63997E-08,5.15836E-08,2.78508E-07,2.02634E-07,1.04729E-07,8.7168E-08,6.76149E-08
SDS-Vision,ROE,UKR,EU,FIN,,2.77012E-08,5.01892E-08,1.0085E-07,1.22465E-07,1.16667E-07,1.04866E-07,7.38463E-08
SDS-Vision,ROE,UKR,EU,FRA,1.37738E-07,4.28502E-08,9.46397E-08,4.11214E-07,3.38797E-07,1.84198E-07,1.27549E-07,9.07114E-08
SDS-Vision,ROE,UKR,EU,GBR,1.94119E-08,1.33174E-08,2.16625E-08,3.47075E-08,4.20295E-08,4.6029E-08,5.06103E-08,5.98495E-08
SDS-Vision,ROE,UKR,EU,GRC,0.190080162,2.19822E-08,4.22727E-08,7.06531E-08,6.47611E-07,0.390306297,0.409827443,0.671039511
SDS-Vision,ROE,UKR,EU,HRV,8.17723E-08,3.76538E-08,9.1215E-08,2.1493E-07,2.22134E-07,1.69452E-07,1.98079E-07,1.42139E-07
SDS-Vision,ROE,UKR,EU,HUN,1.025727781,3.98932E-07,2.466790475,2.390578709,2.438522699,1.819011739,1.512368376,1.06265E-06
SDS-Vision,ROE,UKR,EU,IRL,3.68631E-08,2.22575E-08,3.80592E-08,6.26005E-08,7.32941E-08,7.4479E-08,7.75329E-08,8.4245E-08
SDS-Vision,ROE,UKR,EU,ITA,0.750237485,2.93767E-08,1.00833E-07,2.8491E-07,2.25534E-07,1.20359E-07,1.37034E-07,9.70587E-08
SDS-Vision,ROE,UKR,EU,LTU,,1.9253E-08,7.15994E-08,1.17529E-06,1.69889E-07,9.63672E-08,8.18713E-08,6.56424E-08
SDS-Vision,ROE,UKR,EU,LVA,,1.54231E-08,5.11772E-08,2.06315E-07,1.64084E-07,9.58624E-08,8.33482E-08,6.76726E-08
SDS-Vision,ROE,UKR,EU,NLD,2.51971E-08,1.68032E-08,3.41639E-08,8.70709E-08,9.28391E-08,8.33928E-08,7.72032E-08,6.26756E-08
SDS-Vision,ROE,UKR,EU,POL,1.039334173,1.02898E-07,3.65105E-07,6.1724E-07,1.36365E-07,7.78533E-08,6.67524E-08,5.44134E-08
SDS-Vision,ROE,UKR,EU,PRT,1.07473E-08,1.40031E-08,2.89661E-08,3.74359E-08,8.39895E-08,7.4694E-08,9.55028E-08,9.67302E-08
SDS-Vision,ROE,UKR,EU,ROM,0.09290819,1.22664E-08,2.22204E-08,3.66577E-08,2.482E-07,0.2099449,0.330860224,0.797849799
SDS-Vision,ROE,UKR,EU,SVK,0.821515098,1.264585286,2.001853954,2.156798925,1.895237345,1.436991217,1.030178428,4.35113E-07
SDS-Vision,ROE,UKR,EU,SVN,0.110436102,1.4627E-07,1.63811E-07,5.45106E-07,4.72896E-07,2.50193E-07,2.776E-07,1.7087E-07
SDS-Vision,ROE,UKR,EU,SWE,3.90144E-08,3.53512E-08,8.33744E-08,1.99185E-07,2.60458E-07,2.53154E-07,2.89221E-07,2.11257E-07
SDS-Vision,CAS,AZE,EU,AUT,,1.7428E-07,5.96471E-08,4.94876E-08,3.66379E-08,2.82753E-08,2.4515E-08,2.54524E-08
SDS-Vision,CAS,AZE,EU,BEL,,2.08544E-08,2.6415E-08,4.07308E-08,2.8825E-08,2.29614E-08,2.09642E-08,2.2095E-08
SDS-Vision,CAS,AZE,EU,BGR,,0.112183033,1.58983E-07,1.9641E-07,1.89034E-07,6.31187E-08,4.85168E-08,5.75716E-08
SDS-Vision,CAS,AZE,EU,CZE,,5.39462E-08,3.21642E-08,3.44665E-08,2.75699E-08,2.47959E-08,2.19495E-08,2.31942E-08
SDS-Vision,CAS,AZE,EU,DEU,,2.44679E-08,3.07252E-08,3.99294E-08,2.6802E-08,2.08331E-08,1.92546E-08,2.06116E-08
SDS-Vision,CAS,AZE,EU,DNK,,1.25452E-08,1.93058E-08,3.17657E-08,3.07858E-08,2.31688E-08,2.20185E-08,2.35194E-08
SDS-Vision,CAS,AZE,EU,ESP,,1.50811E-08,2.29334E-08,3.28558E-08,3.15383E-08,2.80213E-08,2.62931E-08,2.84994E-08
SDS-Vision,CAS,AZE,EU,EST,,1.06662E-08,1.62818E-08,2.12583E-08,2.12972E-08,1.89806E-08,1.82249E-08,1.9821E-08
SDS-Vision,CAS,AZE,EU,FIN,,1.73938E-08,2.11624E-08,2.89619E-08,2.82874E-08,2.47935E-08,2.27692E-08,2.31144E-08
SDS-Vision,CAS,AZE,EU,FRA,,8.23961E-08,7.07504E-08,1.35037E-07,4.29761E-08,2.76103E-08,2.36277E-08,2.4362E-08
SDS-Vision,CAS,AZE,EU,GBR,,1.2937E-08,1.57612E-08,2.12461E-08,1.97586E-08,1.80817E-08,1.78657E-08,2.10439E-08
SDS-Vision,CAS,AZE,EU,GRC,,0.420660167,0.691424771,0.482257979,0.055303921,9.68463E-08,6.55252E-08,7.46146E-08
SDS-Vision,CAS,AZE,EU,HRV,,3.58814E-08,4.29371E-08,5.19094E-08,3.8585E-08,2.73161E-08,2.48895E-08,2.70715E-08
SDS-Vision,CAS,AZE,EU,HUN,,8.87319E-08,5.16847E-08,5.32868E-08,4.36837E-08,3.1893E-08,2.81283E-08,3.28839E-08
SDS-Vision,CAS,AZE,EU,IRL,,2.15515E-08,2.57261E-08,3.46047E-08,2.88662E-08,2.34047E-08,2.14886E-08,2.45857E-08
SDS-Vision,CAS,AZE,EU,ITA,,1.334959619,2.911610266,0.212004176,4.96965E-08,2.77493E-08,2.5515E-08,2.60557E-08
SDS-Vision,CAS,AZE,EU,LTU,,1.14476E-08,1.77095E-08,2.21775E-08,2.03945E-08,1.83008E-08,1.80088E-08,1.98971E-08
SDS-Vision,CAS,AZE,EU,LVA,,1.00539E-08,1.61968E-08,2.13856E-08,2.0676E-08,1.86276E-08,1.83107E-08,2.0258E-08
SDS-Vision,CAS,AZE,EU,NLD,,1.5766E-08,1.99536E-08,2.9545E-08,2.40603E-08,2.05982E-08,1.94758E-08,2.07391E-08
SDS-Vision,CAS,AZE,EU,POL,,2.18313E-08,2.09194E-08,2.13693E-08,1.7978E-08,1.60145E-08,1.5804E-08,1.73966E-08
SDS-Vision,CAS,AZE,EU,PRT,,1.69263E-08,2.76375E-08,3.30735E-08,3.83803E-08,2.77224E-08,2.64212E-08,2.88438E-08
SDS-Vision,CAS,AZE,EU,ROM,,3.65422E-08,3.62273E-08,4.38872E-08,4.75849E-08,3.71593E-08,3.42729E-08,4.12892E-08
SDS-Vision,CAS,AZE,EU,SVK,,5.3192E-08,2.78472E-08,2.98584E-08,2.59405E-08,2.33441E-08,2.26416E-08,2.56189E-08
SDS-Vision,CAS,AZE,EU,SVN,,0.015313108,6.11266E-08,7.02782E-08,4.39633E-08,2.88714E-08,2.52738E-08,2.74969E-08
SDS-Vision,CAS,AZE,EU,SWE,,3.19701E-08,4.94664E-08,7.74723E-08,7.39457E-08,5.95562E-08,5.72072E-08,5.05475E-08
SDS-Vision,CAS,AZE,ROE,CHE,,0.065618514,0.077187107,6.63442E-06,5.60866E-08,3.10242E-08,2.55783E-08,2.59397E-08
SDS-Vision,CAS,AZE,ROE,SRB,,4.31025E-08,3.24768E-07,4.74744E-07,4.25495E-07,9.67851E-08,6.1639E-08,7.24247E-08
SDS-Vision,CAS,AZE,ROE,TUR,,12.4708421,10.84423047,12.8334484,11.90834059,10.62197135,10.05918381,9.847783833
SDS-Vision,CAS,AZE,ROE,UKR,,1.34222E-08,1.34084E-08,1.59028E-08,1.73724E-08,1.73605E-08,1.80389E-08,2.23056E-08
SDS-Vision,CAS,KAZ,RUS,RUS,2.63691E-09,9.90733E-09,9.02966E-09,6.85904E-09,6.27408E-09,6.91815E-09,7.57599E-09,7.8588E-09
SDS-Vision,CAS,KAZ,EU,AUT,1.004638585,1.6268E-07,1.57933E-08,1.08647E-08,8.33284E-09,8.25741E-09,8.14741E-09,7.88139E-09
SDS-Vision,CAS,KAZ,EU,BEL,4.19881E-08,2.04943E-08,1.24525E-08,1.0867E-08,8.28956E-09,8.02732E-09,7.87426E-09,7.64589E-09
SDS-Vision,CAS,KAZ,EU,BGR,0.124945575,0.054273005,2.02857E-08,1.09966E-08,9.19781E-09,9.3418E-09,9.37509E-09,9.22322E-09
SDS-Vision,CAS,KAZ,EU,CZE,1.168528853,5.19744E-08,1.32483E-08,1.06491E-08,8.11072E-09,8.185E-09,7.98881E-09,7.75401E-09
SDS-Vision,CAS,KAZ,EU,DEU,1.022455896,2.3928E-08,1.29527E-08,1.06616E-08,8.02556E-09,7.71728E-09,7.60353E-09,7.44605E-09
SDS-Vision,CAS,KAZ,EU,DNK,1.66292E-08,1.23918E-08,1.10611E-08,1.15566E-08,9.31586E-09,8.34836E-09,8.13256E-09,7.85566E-09
SDS-Vision,CAS,KAZ,EU,ESP,1.17082E-08,1.4911E-08,1.27297E-08,1.129E-08,9.99656E-09,9.13939E-09,8.92625E-09,8.60093E-09
SDS-Vision,CAS,KAZ,EU,EST,,1.05987E-08,1.02792E-08,1.05675E-08,8.32494E-09,8.01424E-09,7.9111E-09,7.68308E-09
SDS-Vision,CAS,KAZ,EU,FIN,,1.72501E-08,1.32274E-08,1.36518E-08,9.97542E-09,9.34828E-09,8.93587E-09,8.36433E-09
SDS-Vision,CAS,KAZ,EU,FRA,1.3774E-07,7.92111E-08,1.76561E-08,1.27523E-08,9.07523E-09,8.46951E-09,8.17296E-09,7.87459E-09
SDS-Vision,CAS,KAZ,EU,GBR,1.94121E-08,1.27828E-08,9.68167E-09,9.00547E-09,7.44078E-09,7.40078E-09,7.4281E-09,7.55036E-09
SDS-Vision,CAS,KAZ,EU,GRC,0.189999938,0.071252269,3.88252E-08,1.54624E-08,1.06836E-08,1.04213E-08,1.01524E-08,9.7395E-09
SDS-Vision,CAS,KAZ,EU,HRV,8.17738E-08,3.52006E-08,1.48847E-08,1.09176E-08,8.26989E-09,8.06138E-09,8.12713E-09,7.97448E-09
SDS-Vision,CAS,KAZ,EU,HUN,1.030886382,8.57956E-08,1.56471E-08,1.07958E-08,8.30798E-09,8.32129E-09,8.36692E-09,8.35707E-09
SDS-Vision,CAS,KAZ,EU,IRL,3.68635E-08,2.1261E-08,1.36185E-08,1.14894E-08,8.68194E-09,8.25847E-09,8.05201E-09,7.98907E-09
SDS-Vision,CAS,KAZ,EU,ITA,0.751274864,0.292604515,2.20118E-08,1.23071E-08,8.69282E-09,8.15706E-09,8.14705E-09,7.88641E-09
SDS-Vision,CAS,KAZ,EU,LTU,,1.13535E-08,1.06865E-08,1.06489E-08,8.1503E-09,7.91626E-09,7.87719E-09,7.75834E-09
SDS-Vision,CAS,KAZ,EU,LVA,,9.97105E-09,1.02382E-08,1.05989E-08,8.24742E-09,7.99625E-09,7.95298E-09,7.81656E-09
SDS-Vision,CAS,KAZ,EU,NLD,2.51976E-08,1.55394E-08,1.07941E-08,9.91571E-09,7.85278E-09,7.72955E-09,7.66292E-09,7.4835E-09
SDS-Vision,CAS,KAZ,EU,POL,1.031229955,2.14316E-08,1.11907E-08,9.83107E-09,7.338E-09,7.14928E-09,7.15497E-09,7.08229E-09
SDS-Vision,CAS,KAZ,EU,PRT,1.07474E-08,1.67388E-08,1.44007E-08,1.15275E-08,1.02007E-08,9.14338E-09,8.98535E-09,8.65098E-09
SDS-Vision,CAS,KAZ,EU,ROM,0.092659361,3.56409E-08,1.34802E-08,9.23224E-09,8.17023E-09,8.52285E-09,8.70198E-09,8.68983E-09
SDS-Vision,CAS,KAZ,EU,SVK,0.811167987,5.04056E-08,1.22417E-08,1.00749E-08,7.85381E-09,7.95696E-09,8.04181E-09,7.96906E-09
SDS-Vision,CAS,KAZ,EU,SVN,0.110431079,0.014682888,1.6477E-08,1.1431E-08,8.46156E-09,8.16699E-09,8.15917E-09,7.99578E-09
