gdp_impact_pct,gdp_growth_pct,gdp_growth_pct_year1,cpi_inflation_pct,cpi_inflation_pct_year1,consumption_impact_pct,welfare_pct_change,wage_impact_pct,interest_rate_impact_pct,sectoral_output_pct_change.agriculture,sectoral_output_pct_change.industry,sectoral_output_pct_change.energy,sectoral_output_pct_change.services,_inputs.duration_months,_inputs.regime,_inputs.duration_scaler,_applied_shocks.oil,_applied_shocks.lng,_applied_shocks.fertilizer,_applied_shocks.helium,_duration_months,_overrides.p_oil,_overrides.p_energy,_overrides.p_gas,_overrides.p_fert,_overrides.p_intermediate,_overrides.p_helium,_used_analytical_mvp,_execution_mode,_provenance_note
-0.157,-0.157,-0.157,1.3458,1.3458,-0.6953,-0.6953,0.729,0.6337,-0.0157,-0.0382,0.0738,-0.125,0.4166666666666667,short_run,0.1,54.79,25.0,0.0,0.0,0.4166666666666667,1.5478999999999998,1.934875,1.25,1.0,1.0,1.0,True,analytical_mvp,PyCGE analytical-MVP closed-form macro kernel (literature-calibrated elasticities). Activates when the optional cge_modeling package is missing or its pre-alpha API does not match this adapter's expectations.
