oil_price_shock_pct,trade_cost_multiplier,commodity_price_shocks.oil,commodity_price_shocks.lng,commodity_price_shocks.fertilizer,commodity_price_shocks.helium,commodity_price_shocks.water,commodity_price_shocks.capex,disruption_duration_months,gdp_impact_pct,cpi_inflation_pct,consumption_impact_pct,welfare_pct_change,wage_impact_pct,interest_rate_impact_pct,sectoral_output_pct_change.agriculture,sectoral_output_pct_change.industry,sectoral_output_pct_change.energy,sectoral_output_pct_change.services,gdp_impact_pct_by_region.US,gdp_impact_pct_by_region.CHN,gdp_impact_pct_by_region.IND,gdp_impact_pct_by_region.EU,gdp_impact_pct_by_region.MENA_GCC,gdp_impact_pct_by_region.MENA_OTHER,gdp_impact_pct_by_region.SSA,gdp_impact_pct_by_region.LAC,gdp_impact_pct_by_region.ROW,cpi_inflation_pct_by_region.US,cpi_inflation_pct_by_region.CHN,cpi_inflation_pct_by_region.IND,cpi_inflation_pct_by_region.EU,cpi_inflation_pct_by_region.MENA_GCC,cpi_inflation_pct_by_region.MENA_OTHER,cpi_inflation_pct_by_region.SSA,cpi_inflation_pct_by_region.LAC,cpi_inflation_pct_by_region.ROW,consumption_impact_pct_by_region.US,consumption_impact_pct_by_region.CHN,consumption_impact_pct_by_region.IND,consumption_impact_pct_by_region.EU,consumption_impact_pct_by_region.MENA_GCC,consumption_impact_pct_by_region.MENA_OTHER,consumption_impact_pct_by_region.SSA,consumption_impact_pct_by_region.LAC,consumption_impact_pct_by_region.ROW,welfare_pct_change_by_region.US,welfare_pct_change_by_region.CHN,welfare_pct_change_by_region.IND,welfare_pct_change_by_region.EU,welfare_pct_change_by_region.MENA_GCC,welfare_pct_change_by_region.MENA_OTHER,welfare_pct_change_by_region.SSA,welfare_pct_change_by_region.LAC,welfare_pct_change_by_region.ROW,equivalent_variation_pct_by_region.US,equivalent_variation_pct_by_region.CHN,equivalent_variation_pct_by_region.IND,equivalent_variation_pct_by_region.EU,equivalent_variation_pct_by_region.MENA_GCC,equivalent_variation_pct_by_region.MENA_OTHER,equivalent_variation_pct_by_region.SSA,equivalent_variation_pct_by_region.LAC,equivalent_variation_pct_by_region.ROW,terms_of_trade_pct_change_by_region.US,terms_of_trade_pct_change_by_region.CHN,terms_of_trade_pct_change_by_region.IND,terms_of_trade_pct_change_by_region.EU,terms_of_trade_pct_change_by_region.MENA_GCC,terms_of_trade_pct_change_by_region.MENA_OTHER,terms_of_trade_pct_change_by_region.SSA,terms_of_trade_pct_change_by_region.LAC,terms_of_trade_pct_change_by_region.ROW
51.82,1.1869,51.82,126.39090909090909,23.756,30.0,0.0,5.607000000000001,7.0,-1.4314,3.0628,-2.6565,-2.6565,1.122,1.1736,-0.2101,-0.3876,0.9852,-1.1556,-1.14,-2.0685,-2.8791,-3.0045,4.3702,0.9336,-1.8761,-0.769,-1.4297,3.0628,3.7728,5.9713,5.9485,1.115,4.0139,5.4477,3.183,3.0628,-2.3651,-3.5776,-5.2676,-5.3839,3.9242,-0.6719,-4.0552,-2.0422,-2.6548,-2.3651,-3.5776,-5.2676,-5.3839,3.9242,-0.6719,-4.0552,-2.0422,-2.6548,-2.3651,-3.5776,-5.2676,-5.3839,3.9242,-0.6719,-4.0552,-2.0422,-2.6548,-0.0259,-0.1555,-0.2591,-0.2073,0.4664,0.1555,-0.1814,-0.0518,-0.0518
