gdp_impact_pct,gdp_growth_pct,gdp_growth_pct_year1,cpi_inflation_pct,cpi_inflation_pct_year1,consumption_impact_pct,welfare_pct_change,wage_impact_pct,interest_rate_impact_pct,sectoral_output_pct_change.agriculture,sectoral_output_pct_change.industry,sectoral_output_pct_change.energy,sectoral_output_pct_change.services,_inputs.duration_months,_inputs.regime,_inputs.duration_scaler,_applied_shocks.oil,_applied_shocks.lng,_applied_shocks.fertilizer,_applied_shocks.helium,_duration_months,_overrides.p_oil,_overrides.p_energy,_overrides.p_gas,_overrides.p_fert,_overrides.p_intermediate,_overrides.p_helium,_used_analytical_mvp,_execution_mode,_regional_source,_provenance_note
-0.7889,-0.7889,-0.7889,1.712,1.712,-1.4736,-1.4736,0.6327,0.6588,-0.0829,-0.1882,0.34,-0.6267,4.0,short_run,0.4444,58.25,25.0,23.756,0.0,4.0,1.5825,1.978125,1.25,1.23756,1.23756,1.0,True,analytical_mvp,macro_kernel_derived,PyCGE analytical-MVP closed-form macro kernel (literature-calibrated elasticities). Activates when the optional cge_modeling package is missing or its pre-alpha API does not match this adapter's expectations.
