desalination_capacity_loss_pct,effective_desalination_loss_pct,alternative_supply_available,disruption_duration_weeks,unmet_demand_pct_by_country.qatar,unmet_demand_pct_by_country.saudi arabia,unmet_demand_pct_by_country.uae,supply_coverage_pct_by_country.qatar,supply_coverage_pct_by_country.saudi arabia,supply_coverage_pct_by_country.uae,aggregate_unmet_demand_pct,unmet_demand_pct,cumulative_water_deficit_pct_weeks,population_affected_millions,desal_dependence_by_country.uae,desal_dependence_by_country.qatar,desal_dependence_by_country.saudi_arabia,desal_dependence_by_country.ksa,desal_dependence_by_country.bahrain,desal_dependence_by_country.kuwait,desal_dependence_by_country.oman,desal_dependence_by_country.iran,desal_dependence_by_country.iraq
30.0,30.0,False,16.0,18.0,6.0,12.6,82.0,94.0,87.4,13.276,13.276,212.42,30.0,0.42,0.6,0.5,0.5,0.65,0.92,0.3,0.1,0.05
