equilibrium_price_usd_per_mscf,baseline_price_usd_per_mscf,price_change_pct,effective_supply_gap_pct,demand_rationing_mmscf,sector_allocation_share.mri_medical,sector_allocation_share.semiconductors,sector_allocation_share.cryogenics_research,sector_allocation_share.aerospace_defense,sector_allocation_share.other,rationing_share_by_sector.mri_medical,rationing_share_by_sector.semiconductors,rationing_share_by_sector.cryogenics_research,rationing_share_by_sector.aerospace_defense,rationing_share_by_sector.other,inventory_drawdown_months,qatar_helium_supply_loss_pct,disruption_duration_months
280.0,280.0,0.0,0.0,0.0,0.32,0.28,0.2,0.12,0.08,0.198,0.2079,0.297,0.1485,0.1485,0.0,0.0,4.0
