peak_price_usd_per_bbl,peak_price_change_pct,baseline_price_usd_per_bbl,rerouting_volume_mbd,substitution_volume_mbd,disruption_duration_months,supply_loss_mbd,supply_loss_pct_of_global
126.6,58.25,80.0,4.32,0.0,4.0,4.32,4.235
