oil_price_shock_pct,trade_cost_multiplier,commodity_price_shocks.oil,commodity_price_shocks.lng,commodity_price_shocks.fertilizer,commodity_price_shocks.helium,commodity_price_shocks.capex,disruption_duration_months,gdp_impact_pct,cpi_inflation_pct,consumption_impact_pct,welfare_pct_change,wage_impact_pct,interest_rate_impact_pct,sectoral_output_pct_change.agriculture,sectoral_output_pct_change.industry,sectoral_output_pct_change.energy,sectoral_output_pct_change.services,gdp_impact_pct_by_region.US,gdp_impact_pct_by_region.CHN,gdp_impact_pct_by_region.IND,gdp_impact_pct_by_region.EU,gdp_impact_pct_by_region.MENA_GCC,gdp_impact_pct_by_region.MENA_OTHER,gdp_impact_pct_by_region.SSA,gdp_impact_pct_by_region.LAC,gdp_impact_pct_by_region.ROW,cpi_inflation_pct_by_region.US,cpi_inflation_pct_by_region.CHN,cpi_inflation_pct_by_region.IND,cpi_inflation_pct_by_region.EU,cpi_inflation_pct_by_region.MENA_GCC,cpi_inflation_pct_by_region.MENA_OTHER,cpi_inflation_pct_by_region.SSA,cpi_inflation_pct_by_region.LAC,cpi_inflation_pct_by_region.ROW,consumption_impact_pct_by_region.US,consumption_impact_pct_by_region.CHN,consumption_impact_pct_by_region.IND,consumption_impact_pct_by_region.EU,consumption_impact_pct_by_region.MENA_GCC,consumption_impact_pct_by_region.MENA_OTHER,consumption_impact_pct_by_region.SSA,consumption_impact_pct_by_region.LAC,consumption_impact_pct_by_region.ROW,welfare_pct_change_by_region.US,welfare_pct_change_by_region.CHN,welfare_pct_change_by_region.IND,welfare_pct_change_by_region.EU,welfare_pct_change_by_region.MENA_GCC,welfare_pct_change_by_region.MENA_OTHER,welfare_pct_change_by_region.SSA,welfare_pct_change_by_region.LAC,welfare_pct_change_by_region.ROW,equivalent_variation_pct_by_region.US,equivalent_variation_pct_by_region.CHN,equivalent_variation_pct_by_region.IND,equivalent_variation_pct_by_region.EU,equivalent_variation_pct_by_region.MENA_GCC,equivalent_variation_pct_by_region.MENA_OTHER,equivalent_variation_pct_by_region.SSA,equivalent_variation_pct_by_region.LAC,equivalent_variation_pct_by_region.ROW,terms_of_trade_pct_change_by_region.US,terms_of_trade_pct_change_by_region.CHN,terms_of_trade_pct_change_by_region.IND,terms_of_trade_pct_change_by_region.EU,terms_of_trade_pct_change_by_region.MENA_GCC,terms_of_trade_pct_change_by_region.MENA_OTHER,terms_of_trade_pct_change_by_region.SSA,terms_of_trade_pct_change_by_region.LAC,terms_of_trade_pct_change_by_region.ROW
54.79,1.1869,54.79,50.92727272727273,0.0,0.0,5.607000000000001,0.16666666666666666,-0.025,1.6331,-0.6782,-0.6782,0.9674,0.8103,-0.0028,-0.0063,0.0137,-0.02,-0.0222,-0.0354,-0.0497,-0.0458,0.0832,0.0215,-0.0374,-0.0127,-0.025,1.6331,1.9541,3.1363,2.9449,0.5096,2.181,3.175,1.7504,1.6331,-0.6754,-0.8171,-1.3042,-1.2238,-0.1206,-0.8509,-1.3074,-0.7128,-0.6782,-0.6754,-0.8171,-1.3042,-1.2238,-0.1206,-0.8509,-1.3074,-0.7128,-0.6782,-0.6754,-0.8171,-1.3042,-1.2238,-0.1206,-0.8509,-1.3074,-0.7128,-0.6782,-0.0274,-0.1644,-0.274,-0.2192,0.4931,0.1644,-0.1918,-0.0548,-0.0548
