peak_price_usd_per_bbl,peak_price_change_pct,baseline_price_usd_per_bbl,rerouting_volume_mbd,substitution_volume_mbd,disruption_duration_months,supply_loss_mbd,supply_loss_pct_of_global
123.83,54.79,80.0,4.38,0.0,0.42,4.38,4.294
