natural_gas_price_change_pct,electricity_demand_change_pct,disruption_duration_months,retail_electricity_price_change_pct,retail_passthrough_coefficient,generation_share_baseline.natural_gas,generation_share_baseline.coal,generation_share_baseline.nuclear,generation_share_baseline.renewables,generation_share_baseline.other,generation_share_new.natural_gas,generation_share_new.coal,generation_share_new.nuclear,generation_share_new.renewables,generation_share_new.other,generation_dispatch_pct_change.natural_gas,generation_dispatch_pct_change.coal,generation_dispatch_pct_change.renewables,generation_dispatch_pct_change.nuclear,generation_dispatch_pct_change.other,capacity_utilization_pct_change.natural_gas,capacity_utilization_pct_change.coal,capacity_utilization_pct_change.renewables,capacity_utilization_pct_change.nuclear,capacity_utilization_pct_change.other,co2_emissions_pct_change,renewables_dispatch_gain_pp,coal_dispatch_gain_pp,gdp_impact_pct,cpi_inflation_pct,consumption_impact_pct,welfare_pct_change,_macro_source
50.92727272727273,0.0,0.16666666666666666,22.917,0.5,0.43,0.16,0.18,0.21,0.02,0.318,0.2211,0.18,0.2609,0.02,-11.204,6.111,5.093,0.0,0.0,-3.565,6.111,24.251,0.0,0.0,3.942,5.093,6.111,-0.0407,0.5093,-0.2445,-0.2445,nrel_derived
