oil_price_shock_pct,natural_gas_price_change_pct,disruption_duration_months,consumer_surplus_loss_oil_bn_usd,consumer_surplus_loss_gas_bn_usd,consumer_surplus_loss_bn_usd,producer_surplus_change_oil_bn_usd,producer_surplus_change_gas_bn_usd,net_welfare_impact_bn_usd,oil_demand_destruction_mbd,gas_demand_destruction_bcfd,fuel_switching_oil_to_gas_mmbtu,fuel_switching_gas_to_oil_bbl,cs_loss_by_sector_oil_bn_usd.transport,cs_loss_by_sector_oil_bn_usd.industrial,cs_loss_by_sector_oil_bn_usd.residential,cs_loss_by_sector_oil_bn_usd.commercial,cs_loss_by_sector_gas_bn_usd.industrial,cs_loss_by_sector_gas_bn_usd.residential,cs_loss_by_sector_gas_bn_usd.commercial,cs_loss_by_sector_gas_bn_usd.electric_power,us_baseline_oil_consumption_mbd,us_baseline_gas_consumption_bcfd
10.0,5.0,0.17,0.394,0.041,0.436,0.236,0.025,-0.174,-0.114,-0.44,2359347.8,245614.6,0.272,0.091,0.016,0.016,0.013,0.007,0.005,0.016,19.0,88.0
